1,32486.40039,4,185.6000061,-7.5,-22,120,0
2,32486.40039,9,176,-1,-14,200,0
3,32486.40039,10,169.6000061,-2,-14,200,0
4,32486.40039,9,124.8000031,-7,-14.5,200,0
5,32486.40039,0,252.8000031,-2,-16.5,160,0
6,32486.40039,1,217.6000061,-6.5,-17,160,0
7,32832,0,227.1999969,-16,-27,80,0
8,32832,0,262.3999939,-9,-23.5,80,0
9,32832,0,268.7999878,-11.5,-27,80,0
10,32832,0,224,-21,-31.5,40,0
11,32832,0,192,-15.5,-24,80,0
12,33177.60156,0,144,-12.5,-18.5,160,0
13,33177.60156,2,195.1999969,-11,-19.5,120,0
14,33177.60156,0,265.6000061,-14.5,-28,80,0
15,33177.60156,2,281.6000061,-10.5,-26,80,0
16,33523.19922,0,281.6000061,-13,-28,80,0
17,33523.19922,1,284.7999878,-13.5,-28.5,40,0
18,33523.19922,0,249.6000061,-4,-15.5,200,0
19,33868.80078,0,230.3999939,-2,-12,240,0
20,33868.80078,0,140.8000031,-3.5,-9,320,0
21,33868.80078,0,105.5999985,-4,-8,320,0
22,33868.80078,4,115.1999969,-2.5,-8.5,320,0
23,34214.39844,2,320,1,-18,160,0
24,34214.39844,0,217.6000061,-15.5,-24,80,0
25,34214.39844,3,121.5999985,-16,-22,120,0
26,34560,0,307.2000122,-13,-27.5,80,0
27,34560,0,326.3999939,2,-15.5,200,0
28,34905.60156,0,310.3999939,2,-13,240,0
29,34905.60156,3,198.3999939,-2,-12.5,240,0
30,34905.60156,2,204.8000031,-1.5,-9,320,0
31,35251.19922,0,265.6000061,-7.5,-17.5,160,0
32,35251.19922,0,348.7999878,-8,-26,80,0
33,35251.19922,0,268.7999878,-5,-15,200,0
34,35596.80078,0,329.6000061,-6.5,-21,120,0
35,35596.80078,0,307.2000122,-15.5,-27.5,80,0
36,35942.39844,3,192,-14.5,-23.5,80,0
37,35942.39844,0,352,-13,-28.5,40,0
38,35942.39844,0,320,-5,-17.5,160,0
39,36288,0,320,-6.5,-18.5,160,0
40,36288,0,336,-11,-24,80,0
41,36633.60156,0,364.7999878,-11.5,-27,80,0
42,36633.60156,0,355.2000122,-6,-20.5,120,0
43,36979.19922,0,284.7999878,-3.5,-13.5,200,0
44,36979.19922,0,307.2000122,-0.5,-11.5,240,0
45,36979.19922,0,342.3999939,3.5,-9.5,280,0
46,37324.80078,0,246.3999939,5.5,-2.5,520,0
47,37324.80078,4,115.1999969,4,-0.5,600,0
48,37670.39844,6,60.79999924,1,-1,560,0
49,37670.39844,4,86.40000153,2,-1,560,0
50,38016,0,147.1999969,2.5,-1.5,560,0
51,38016,0,243.1999969,7,0,600,0
52,38361.60156,0,275.2000122,6,-2,520,0
53,38361.60156,0,377.6000061,10.5,-2.5,520,0
54,38707.19922,0,329.6000061,9,-1,560,0
55,38707.19922,0,192,1.5,-3.5,480,0
56,39052.80078,0,297.6000061,-1,-9,320,0
57,39052.80078,0,332.7999878,1,-8,320,0
58,39398.39844,0,396.7999878,4.5,-7.5,360,0
59,39398.39844,0,371.2000122,5.5,-5,440,0
60,39398.39844,0,281.6000061,5,-2,520,0
61,39744,0,304,3,-4.5,440,0
62,39744,3,211.1999969,-2.5,-9,320,0
63,40089.60156,11,188.8000031,-3,-8.5,320,0
64,40089.60156,0,368,-4.5,-13,240,0
65,40435.19922,0,489.6000061,-3,-19.5,120,0
66,40435.19922,0,467.2000122,-5,-18.5,160,0
67,40780.80078,1,470.3999939,-3,-16.5,160,0
68,40780.80078,1,483.2000122,-4.5,-18.5,160,0
69,41126.39844,0,486.3999939,4,-10.5,280,0
70,41126.39844,0,284.7999878,5,-1,560,0
71,41472,0,441.6000061,9,-2,520,0
72,41472,0,432,11,0.5,600,0
73,41817.60156,0,480,9.5,-3.5,440,0
74,41817.60156,4,224,6.5,0.5,640,0
75,42163.19922,13,195.1999969,6.5,1.5,680,0
76,42163.19922,0,243.1999969,5,0.5,640,0
77,42508.80078,0,291.2000122,6.5,1,640,0
78,42508.80078,17,198.3999939,6,1,640,0
79,42854.39844,8,300.7999878,9,0.5,640,0
80,42854.39844,0,403.2000122,7,-1.5,560,0
81,43200,0,432,6.5,-3,480,0
82,43545.60156,0,524.7999878,12.5,-3,480,0
83,43545.60156,2,483.2000122,11.5,-0.5,600,0
84,43891.19922,0,406.3999939,6.5,-2,520,0
85,43891.19922,0,438.3999939,4,-5.5,400,0
86,44236.80078,0,489.6000061,3.5,-8,320,0
87,44236.80078,0,524.7999878,8.5,-5.5,400,0
88,44582.39844,0,521.5999756,13,-1,520,0
89,44582.39844,12,358.3999939,17.5,5.5,880,0
90,44928,0,496,17,4,760,0
91,44928,0,563.2000122,18.5,-1.5,480,0
92,45273.60156,9,358.3999939,20,7,1000,0
93,45273.60156,9,432,17,-5.5,400,0
94,45619.19922,0,412.7999878,2,-7.5,360,0
95,45619.19922,10,294.3999939,1.5,-7,360,0
96,45964.80078,0,544,-1.5,-16,160,0
97,45964.80078,0,499.2000122,-1,-13,240,0
98,46310.39844,3,140.8000031,-2,-5.5,400,0
99,46310.39844,6,297.6000061,1,-7,360,0
100,46656,0,412.7999878,4,-4.5,440,0
101,46656,0,576,7.5,-8.5,320,0
